smiles	match_method	chembl_id	n_activities	include_activities_in_tool
O=[N+]([O-])c1ccc(-c2ccccc2)cc1	chembl_parent	CHEMBL352531	4	True
O=[N+]([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1	chembl_parent	CHEMBL167728	2	True
O=[N+]([O-])c1ccc(-c2cnc(SCc3ccccc3Cl)[nH]2)cc1	chembl_parent	CHEMBL1607650	43	False
O=[N+]([O-])c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)s1	chembl_parent	CHEMBL258983	2	True
O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1	chembl_parent	CHEMBL403713	2	True
O=[N+]([O-])c1ccc(-c2nnc(O)o2)o1	chembl_parent	CHEMBL259187	2	True
O=[N+]([O-])c1ccc(-n2nc(-c3ccccc3)n[n+]2-c2ccc(I)cc2)cc1	chembl_parent	CHEMBL1182906	0	True
O=[N+]([O-])c1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1	chembl_parent	CHEMBL1173131	4	True
O=[N+]([O-])c1ccc(/C=C/c2ccccc2)cc1	chembl_parent	CHEMBL355211	4	True
O=[N+]([O-])c1ccc(/C=N/N/C(=N/c2ccccn2)c2ccccn2)cc1	chembl_parent	CHEMBL3196035	30	False
O=[N+]([O-])c1ccc(/C=N/Nc2cc(Cl)nc(-c3ccccc3)n2)cc1	chembl_parent	CHEMBL3208532	14	True
O=[N+]([O-])c1ccc(/C=N/n2c(CO)nc3ccccc32)s1	chembl_parent	CHEMBL2001712	43	False
O=[N+]([O-])c1ccc(/C=N/n2c(COc3ccccc3)n[nH]c2=S)cc1	chembl_parent	CHEMBL3197180	22	True
O=[N+]([O-])c1ccc(C2=Nn3c(nnc3-c3ccc(Cl)cc3)SC2)o1	chembl_parent	CHEMBL1335409	80	False
O=[N+]([O-])c1ccc(C2C3C(c4ccccc4)=NC4(CCCCC4)N32)cc1	chembl_parent	CHEMBL1413738	12	True
O=[N+]([O-])c1ccc(C2CCCC/C2=N/OCc2ccccc2F)c([N+](=O)[O-])c1	chembl_parent	CHEMBL3199291	19	True
O=[N+]([O-])c1ccc(C2CCCC/C2=N\OCc2cccc(F)c2)c([N+](=O)[O-])c1	chembl_parent	CHEMBL3192460	23	True
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1	chembl_parent	CHEMBL3306254	0	True
O=[N+]([O-])c1ccc(C=NO)o1	chembl_parent	CHEMBL2362258	8	True
O=[N+]([O-])c1ccc(CBr)cc1	chembl_parent	CHEMBL174047	4	True
O=[N+]([O-])c1ccc(CCO)cc1	chembl_parent	CHEMBL1485974	19	True
O=[N+]([O-])c1ccc(CCl)cc1	chembl_parent	CHEMBL176410	5	True
O=[N+]([O-])c1ccc(CO)cc1	chembl_parent	CHEMBL153580	7	True
O=[N+]([O-])c1ccc(COc2ccccc2)cc1	chembl_parent	CHEMBL4467933	1	True
O=[N+]([O-])c1ccc(CS(=O)Cc2ccccc2)cc1	chembl_parent	CHEMBL1554914	68	False
O=[N+]([O-])c1ccc(CSCc2ccc(Cl)cc2)cc1	chembl_parent	CHEMBL1409961	66	False
O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)cc1	chembl_parent	CHEMBL1531093	11	True
O=[N+]([O-])c1ccc(C[As](=O)(O)O)cc1	chembl_parent	CHEMBL1373414	65	False
O=[N+]([O-])c1ccc(Cl)c(-c2ccc(/C=N/c3c(-c4ccco4)nc4ccccn34)o2)c1	chembl_parent	CHEMBL3195562	26	False
O=[N+]([O-])c1ccc(Cl)c(/C=N/N2CCN(Cc3ccccc3)CC2)c1	chembl_parent	CHEMBL3210111	13	True
O=[N+]([O-])c1ccc(Cl)c(/C=N/N2CCN(Cc3ccccc3Cl)CC2)c1	chembl_parent	CHEMBL3194276	15	True
O=[N+]([O-])c1ccc(Cl)c(CNc2ncnc3c2ncn3[C@@H]2CCCCO2)c1	chembl_parent	CHEMBL1414259	7	True
O=[N+]([O-])c1ccc(Cl)c(Cl)c1	chembl_parent	CHEMBL167468	8	True
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl	chembl_parent	CHEMBL354330	9	True
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1	chembl_parent	CHEMBL292687	104	False
O=[N+]([O-])c1ccc(Cl)cc1	chembl_parent	CHEMBL56970	15	True
O=[N+]([O-])c1ccc(Cl)cc1Cl	chembl_parent	CHEMBL166050	7	True
O=[N+]([O-])c1ccc(F)c(Cl)c1	chembl_parent	CHEMBL167472	2	True
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1	chembl_parent	CHEMBL167423	33	False
O=[N+]([O-])c1ccc(F)cc1F	chembl_parent	CHEMBL31425	19	True
O=[N+]([O-])c1ccc(N/N=C\c2cccn2-c2ccccc2)nc1	chembl_parent	CHEMBL1964690	57	False
O=[N+]([O-])c1ccc(N2CCC(=NOCc3ccc(Cl)cc3)CC2)cc1	chembl_parent	CHEMBL1392213	24	True
O=[N+]([O-])c1ccc(N2CCCC2)cc1N1CCCC1	chembl_parent	CHEMBL1369964	29	False
O=[N+]([O-])c1ccc(N2CCCC2)cc1NCc1ccccc1	chembl_parent	CHEMBL1401933	16	True
O=[N+]([O-])c1ccc(N2CCCCC2)c(Cl)c1N1CCCCC1	chembl_parent	CHEMBL1526613	16	True
O=[N+]([O-])c1ccc(N2CCCCCC2)c(S(=O)(=O)N2CCCCC2)c1	chembl_parent	CHEMBL1320272	15	True
O=[N+]([O-])c1ccc(N2CCN(CCOc3nonc3-c3ccccc3)CC2)c(Cl)c1	chembl_parent	CHEMBL1485450	18	True
O=[N+]([O-])c1ccc(N2CCN(Cc3ccccc3)CC2)c(S(=O)(=O)N2CCOCC2)c1	chembl_parent	CHEMBL1518419	16	True
O=[N+]([O-])c1ccc(N2CCNCC2)cc1NC1CC1	chembl_parent	CHEMBL1530895	13	True
O=[N+]([O-])c1ccc(N2CCNCC2)cc1NCC1CCCO1	chembl_parent	CHEMBL1601191	16	True
O=[N+]([O-])c1ccc(N2CCOCC2)nc1	chembl_parent	CHEMBL1569326	17	True
O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1	chembl_parent	CHEMBL1604790	49	False
O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1	chembl_parent	CHEMBL2001368	56	False
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1	chembl_parent	CHEMBL1573069	4	True
O=[N+]([O-])c1ccc(NN=C2c3ccccc3Cc3ccccc32)c([N+](=O)[O-])c1	chembl_parent	CHEMBL1608097	66	False
O=[N+]([O-])c1ccc(Nc2ccc(N=C=S)cc2)cc1	chembl_parent	CHEMBL93385	25	False
O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c([N+](=O)[O-])c1	chembl_parent	CHEMBL3306204	0	True
O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1	chembl_parent	CHEMBL3306204	0	True
O=[N+]([O-])c1ccc(Nc2ccccc2)cc1	chembl_parent	CHEMBL1323785	24	True
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1	chembl_parent	CHEMBL1897715	12	True
O=[N+]([O-])c1ccc(Nc2nc(N/N=C\c3ccc4c(c3)OCO4)nc(N3CCCCC3)n2)cc1	chembl_parent	CHEMBL3195443	33	False
O=[N+]([O-])c1ccc(Nc2nc3ccccc3s2)cc1	chembl_parent	CHEMBL1448896	64	False
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1	chembl_parent	CHEMBL273386	1397	False
O=[N+]([O-])c1ccc(O)c2ncccc12	chembl_parent	CHEMBL1454910	282	False
O=[N+]([O-])c1ccc(O)cc1	chembl_parent	CHEMBL14130	103	False
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F	chembl_parent	CHEMBL1878174	10	True
O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]	chembl_parent	CHEMBL3347427	6	True
O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1	chembl_parent	CHEMBL1863271	2	True
O=[N+]([O-])c1ccc(OCC2CO2)cc1	chembl_parent	CHEMBL33775	6	True
O=[N+]([O-])c1ccc(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2F)c([N+](=O)[O-])c1	chembl_parent	CHEMBL1594003	10	True
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1	chembl_parent	CHEMBL1892429	86	False
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1	chembl_parent	CHEMBL561004	16	True
O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1	chembl_parent	CHEMBL304432	20	True
O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1	chembl_parent	CHEMBL2270117	14	True
O=[N+]([O-])c1ccc(Oc2ccccc2)cc1	chembl_parent	CHEMBL2270114	14	True
O=[N+]([O-])c1ccc(S(=O)(=O)Cc2ccccc2)c([N+](=O)[O-])c1	chembl_parent	CHEMBL1489424	77	False
O=[N+]([O-])c1ccc(S(=O)(=O)Cc2ccccc2)c2nonc12	chembl_parent	CHEMBL1360942	77	False
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1	chembl_parent	CHEMBL4753649	1	True
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(-c3csc(-c4ccccc4)n3)cc2)cc1	chembl_parent	CHEMBL1580116	36	False
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccn2)cc1	chembl_parent	CHEMBL594811	6	True
O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1	chembl_parent	CHEMBL3303302	0	True
O=[N+]([O-])c1ccc(S)cc1	chembl_parent	CHEMBL120606	16	True
O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1	chembl_parent	CHEMBL333963	2	True
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1	chembl_parent	CHEMBL1721359	13	True
O=[N+]([O-])c1ccc([C@@H](Nc2ccccc2)c2ccc3cccnc3c2O)cc1	chembl_parent	CHEMBL1330020	12	True
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1	chembl_parent	CHEMBL107513	11	True
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1	chembl_parent	CHEMBL349400	5	True
O=[N+]([O-])c1ccc([O-])cc1	chembl_parent	CHEMBL14130	103	False
O=[N+]([O-])c1ccc2[nH]c3ccccc3c2c1	chembl_parent	CHEMBL164388	2	True
O=[N+]([O-])c1ccc2[nH]ccc2c1	chembl_parent	CHEMBL164651	5	True
O=[N+]([O-])c1ccc2[nH]cnc2c1	chembl_parent	CHEMBL164921	16	True
O=[N+]([O-])c1ccc2[nH]ncc2c1	chembl_parent	CHEMBL165372	16	True
O=[N+]([O-])c1ccc2c(O)nnc(O)c2c1	chembl_parent	CHEMBL1870887	9	True
O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13	chembl_parent	CHEMBL353151	2	True
O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13	chembl_parent	CHEMBL435452	2	True
O=[N+]([O-])c1ccc2c(c1)CC=C2	chembl_parent	CHEMBL351750	2	True
O=[N+]([O-])c1ccc2c(c1)CCN2	chembl_parent	CHEMBL165264	3	True
O=[N+]([O-])c1ccc2c(c1)CCc1ccccc1-2	chembl_parent	CHEMBL164049	2	True
O=[N+]([O-])c1ccc2c(c1)Cc1cc(O)ccc1-2	chembl_parent	CHEMBL165314	14	True
O=[N+]([O-])c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2	chembl_parent	CHEMBL167848	2	True
O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2	chembl_parent	CHEMBL164657	2	True
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2	chembl_parent	CHEMBL351487	178	False
O=[N+]([O-])c1ccc2c(c1)NCC2	chembl_parent	CHEMBL167986	2	True
O=[N+]([O-])c1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2	chembl_parent	CHEMBL165863	2	True
O=[N+]([O-])c1ccc2c(c1)Oc1ccccc1O2	chembl_parent	CHEMBL166458	2	True
O=[N+]([O-])c1ccc2c(c1)S(=O)c1ccccc1-2	chembl_parent	CHEMBL1410869	77	False
O=[N+]([O-])c1ccc2c(c1)[nH]c1ccccc12	chembl_parent	CHEMBL164592	2	True
O=[N+]([O-])c1ccc2c(c1)c(S(=O)(=O)O)cc1nonc12	chembl_parent	CHEMBL1315618	10	True
O=[N+]([O-])c1ccc2c(c1)oc1ccccc12	chembl_parent	CHEMBL1402914	10	True
O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1	chembl_parent	CHEMBL166617	2	True
O=[N+]([O-])c1ccc2c(ccc3ccccc32)c1	chembl_parent	CHEMBL354694	2	True
O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3	chembl_parent	CHEMBL167236	2	True
O=[N+]([O-])c1ccc2c3c(c4cccc5ccc1c2c54)CCCC3	chembl_parent	CHEMBL445316	2	True
O=[N+]([O-])c1ccc2c3c(ccc([N+](=O)[O-])c13)-c1ccccc1-2	chembl_parent	CHEMBL165479	2	True
O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc3ccccc3cc1-2	chembl_parent	CHEMBL165269	2	True
O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccccc1-2	chembl_parent	CHEMBL350865	2	True
O=[N+]([O-])c1ccc2c3c(cccc13)C=C2	chembl_parent	CHEMBL166517	2	True
O=[N+]([O-])c1ccc2c3c(cccc13)CC2	chembl_parent	CHEMBL423081	22	True
O=[N+]([O-])c1ccc2c3cccc4cccc(c5cccc1c52)c43	chembl_parent	CHEMBL168143	2	True
O=[N+]([O-])c1ccc2c3ccccc3c3c([N+](=O)[O-])ccc4ccc1c2c43	chembl_parent	CHEMBL167688	2	True
O=[N+]([O-])c1ccc2c3ccccc3c3cccc4ccc1c2c43	chembl_parent	CHEMBL166923	2	True
O=[N+]([O-])c1ccc2c[nH]nc2c1	chembl_parent	CHEMBL54277	20	True
O=[N+]([O-])c1ccc2cc3ccccc3cc2c1	chembl_parent	CHEMBL166900	2	True
O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43	chembl_parent	CHEMBL352289	2	True
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43	chembl_parent	CHEMBL349860	2	True
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4	chembl_parent	CHEMBL353787	2	True
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CC(O)C4O	chembl_parent	CHEMBL348988	2	True
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)CCCC4	chembl_parent	CHEMBL354368	2	True
O=[N+]([O-])c1ccc2ccc3c4ccccc4cc4ccc1c2c43	chembl_parent	CHEMBL353831	2	True
O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)CCCC4	chembl_parent	CHEMBL165080	2	True
O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34	chembl_parent	CHEMBL164492	2	True
O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34	chembl_parent	CHEMBL167525	2	True
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4c5c(c1c2c34)CCCC5	chembl_parent	CHEMBL351076	2	True
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34	chembl_parent	CHEMBL163824	2	True
O=[N+]([O-])c1ccc2ccc3cccc4c5c(c1c2c34)CCCC5	chembl_parent	CHEMBL166402	2	True
O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34	chembl_parent	CHEMBL355885	2	True
O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34	chembl_parent	CHEMBL350781	2	True
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	chembl_parent	CHEMBL167395	12	True
O=[N+]([O-])c1ccc2cccc3c2c1-c1ccccc1-3	chembl_parent	CHEMBL351184	2	True
O=[N+]([O-])c1ccc2cccc3c2c1C=C3	chembl_parent	CHEMBL166067	2	True
O=[N+]([O-])c1ccc2cccc3c2c1CC3	chembl_parent	CHEMBL164578	2	True
O=[N+]([O-])c1ccc2ccccc2c1	chembl_parent	CHEMBL353064	2	True
O=[N+]([O-])c1ccc2nc(-c3ccc(Cl)cc3)n(OCc3ccccc3)c2c1	chembl_parent	CHEMBL1432007	32	False
O=[N+]([O-])c1ccc2nc(-c3ccccc3)n(OCc3ccc(Cl)cc3)c2c1	chembl_parent	CHEMBL1365033	30	False
O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1	chembl_parent	CHEMBL41140	57	False
O=[N+]([O-])c1ccc2nc3ccccc3n2c1	chembl_parent	CHEMBL1364637	12	True
O=[N+]([O-])c1ccc2nc3ccccc3nc2c1	chembl_parent	CHEMBL165311	2	True
O=[N+]([O-])c1ccc2ncccc2c1	chembl_parent	CHEMBL353078	2	True
O=[N+]([O-])c1ccc2ncccc2c1CCc1c([N+](=O)[O-])ccc2ncccc12	chembl_parent	CHEMBL1414219	67	False
O=[N+]([O-])c1ccc2nccn2c1	chembl_parent	CHEMBL1379964	14	True
O=[N+]([O-])c1ccc2oc3ccccc3c2c1	chembl_parent	CHEMBL167765	2	True
O=[N+]([O-])c1cccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1	chembl_parent	CHEMBL165395	2	True
O=[N+]([O-])c1cccc(-c2nc(-c3ccccc3)c(-c3cccs3)[nH]2)c1	chembl_parent	CHEMBL1570854	15	True
O=[N+]([O-])c1cccc(-c2nc(-c3cccs3)c(-c3cccs3)[nH]2)c1	chembl_parent	CHEMBL1571807	41	False
O=[N+]([O-])c1cccc(-c2nc(-c3ccncc3)no2)c1	chembl_parent	CHEMBL1362108	21	True
O=[N+]([O-])c1cccc(-c2nnn(C34CC5CC(CC(C5)C3)C4)n2)c1	chembl_parent	CHEMBL1465534	15	True
O=[N+]([O-])c1cccc(/C(=N/N=C/c2ccccc2Br)C23CN4CN(CN(C4)C2)C3)c1	chembl_parent	CHEMBL3209650	12	True
O=[N+]([O-])c1cccc(/C=N/Nc2cc(Cl)nc(-c3ccccc3)n2)c1	chembl_parent	CHEMBL3208403	26	False
O=[N+]([O-])c1cccc(/C=N\NC2=CS(=O)(=O)C=C2)c1	chembl_parent	CHEMBL1418097	8	True
O=[N+]([O-])c1cccc(/C=N\Nc2ccc3ccccc3n2)c1O	chembl_parent	CHEMBL1356395	18	True
O=[N+]([O-])c1cccc(C(F)(F)F)c1	chembl_parent	CHEMBL1906156	3	True
O=[N+]([O-])c1cccc(CCl)c1	chembl_parent	CHEMBL1344952	28	False
O=[N+]([O-])c1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O	chembl_parent	CHEMBL3113155	4	True
O=[N+]([O-])c1cccc(CSc2nc3ncc(Br)cc3[nH]2)c1	chembl_parent	CHEMBL3561256	1	True
O=[N+]([O-])c1cccc(Cl)c1	chembl_parent	CHEMBL166812	6	True
O=[N+]([O-])c1cccc(Cl)c1Cl	chembl_parent	CHEMBL168024	3	True
O=[N+]([O-])c1cccc(I)c1	chembl_parent	CHEMBL115511	2	True
O=[N+]([O-])c1cccc(O)c1	chembl_parent	CHEMBL13888	44	False
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-]	chembl_parent	CHEMBL3347393	6	True
O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1	chembl_parent	CHEMBL2104289	14	True
O=[N+]([O-])c1cccc(S(=O)(=O)O)c1	chembl_parent	CHEMBL3306825	0	True
O=[N+]([O-])c1cccc(S(=O)(=O)OCC2CO2)c1	chembl_parent	CHEMBL5977560	3	True
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1	chembl_parent	CHEMBL3306825	0	True
O=[N+]([O-])c1cccc([N+](=O)[O-])c1	chembl_parent	CHEMBL114070	25	False
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O	chembl_parent	CHEMBL3278560	16	True
O=[N+]([O-])c1cccc2c(Br)[nH]nc12	chembl_parent	CHEMBL479014	68	False
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12	chembl_parent	CHEMBL167316	9	True
O=[N+]([O-])c1cccc2c1-c1cccc3c([N+](=O)[O-])ccc-2c13	chembl_parent	CHEMBL353649	2	True
O=[N+]([O-])c1cccc2c1-c1cccc3cccc-2c13	chembl_parent	CHEMBL355315	2	True
O=[N+]([O-])c1cccc2c[n-]nc12	chembl_parent	CHEMBL247378	123	False
O=[N+]([O-])c1cccc2c[nH]nc12	chembl_parent	CHEMBL247378	123	False
O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12	chembl_parent	CHEMBL167529	2	True
O=[N+]([O-])c1cccc2ccccc12	chembl_parent	CHEMBL165373	7	True
O=[N+]([O-])c1cccc2cccnc12	chembl_parent	CHEMBL167727	12	True
O=[N+]([O-])c1cccc2cn[nH]c12	chembl_parent	CHEMBL247378	123	False
O=[N+]([O-])c1ccccc1	chembl_parent	CHEMBL15750	438	False
O=[N+]([O-])c1ccccc1-c1ccccc1	chembl_parent	CHEMBL1391678	4	True
O=[N+]([O-])c1ccccc1/C=N/n1c(COc2ccccc2)n[nH]c1=S	chembl_parent	CHEMBL3192875	23	True
O=[N+]([O-])c1ccccc1C(F)(F)F	chembl_parent	CHEMBL3182055	0	True
O=[N+]([O-])c1ccccc1CBr	chembl_parent	CHEMBL172430	3	True
O=[N+]([O-])c1ccccc1CCO	chembl_parent	CHEMBL2137523	1	True
O=[N+]([O-])c1ccccc1CCl	chembl_parent	CHEMBL175193	32	False
O=[N+]([O-])c1ccccc1CO	chembl_parent	CHEMBL369485	4	True
O=[N+]([O-])c1ccccc1Cl	chembl_parent	CHEMBL53330	14	True
O=[N+]([O-])c1ccccc1N/N=C/c1c[nH]c2ccccc12	chembl_parent	CHEMBL1892270	58	False
O=[N+]([O-])c1ccccc1Nc1ccccc1	chembl_parent	CHEMBL1450018	26	False
O=[N+]([O-])c1ccccc1O	chembl_parent	CHEMBL14205	37	False
O=[N+]([O-])c1ccccc1OCCCN1CCOCC1	chembl_parent	CHEMBL1728635	13	True
O=[N+]([O-])c1ccccc1[N+](=O)[O-]	chembl_parent	CHEMBL168075	8	True
O=[N+]([O-])c1ccccc1[O-]	chembl_parent	CHEMBL14205	37	False
O=[N+]([O-])c1cccnc1N1CCCCC1	chembl_parent	CHEMBL1550234	12	True
O=[N+]([O-])c1cccnc1N1CCOCC1	chembl_parent	CHEMBL1405016	11	True
O=[N+]([O-])c1cccnc1NCCNc1ncc(C(F)(F)F)cc1Cl	chembl_parent	CHEMBL1586735	42	False
O=[N+]([O-])c1cnc(CO)n1CCO	chembl_parent	CHEMBL3544702	0	True
O=[N+]([O-])c1cncn1CCN1CCOCC1	chembl_parent	CHEMBL435966	99	False
O=[N+]([O-])c1nc2ccccc2[nH]1	chembl_parent	CHEMBL353153	6	True
O=[N+]([O-])c1nccn1C[C@H](O)CN1CCCCC1	chembl_parent	CHEMBL1742297	5	True
O=[PH](Oc1ccccc1)Oc1ccccc1	chembl_parent	CHEMBL3184361	0	True
O=[Se](O)O	chembl_parent	CHEMBL2009089	0	True
O=[Se]([O-])[O-]	chembl_parent	CHEMBL2009089	0	True
O=[Se]=O	chembl_parent	CHEMBL3183452	0	True
O=[Si](O)O	chembl_parent	CHEMBL2068408	5	True
O=[n+]1c2c(n([O-])c3cc(F)c(F)cc31)CCCC2	chembl_parent	CHEMBL1579407	22	True
O=c1/c(=C\c2ccc(O)cc2)sc2n1C(c1ccccc1)C(c1ccccc1)=NN=2	chembl_parent	CHEMBL3193196	46	False
O=c1[n-]c(=O)n(Cl)c(=O)n1Cl	chembl_parent	CHEMBL2111065	4	True
O=c1[n-]c2[nH]c(=O)[nH]c(=O)c2[nH]1	chembl_parent	CHEMBL792	67	False
O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12	chembl_parent	CHEMBL1870887	9	True
O=c1[nH][nH]c(=S)c(=O)[nH]1	chembl_parent	CHEMBL1451986	12	True
O=c1[nH][nH]c2ccccc12	chembl_parent	CHEMBL276725	14	True
O=c1[nH]c(=O)[nH]c(=O)[nH]1	chembl_parent	CHEMBL243087	7	True
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1	chembl_parent	CHEMBL792	67	False
O=c1[nH]c(=O)c2c[nH]nc2[nH]1	chembl_parent	CHEMBL859	24	True
O=c1[nH]c(=O)c2ccccc2o1	chembl_parent	CHEMBL1720051	16	True
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1	chembl_parent	CHEMBL68500	1941	False
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1/C=C/Br	chembl_parent	CHEMBL10165	52	False
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br	chembl_parent	CHEMBL277625	2	True
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F	chembl_parent	CHEMBL284025	4	True
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F	chembl_parent	CHEMBL6628	24	True
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I	chembl_parent	CHEMBL268690	75	False
O=c1[nH]c(=O)n(C2CCCO2)cc1F	chembl_parent	CHEMBL20883	887	False
O=c1[nH]c(=O)n(CCOc2ccc(Cl)cc2)cc1Br	chembl_parent	CHEMBL1446665	8	True
O=c1[nH]c(=O)n(Cc2ccco2)c2c1C(C(F)(F)F)(C(F)(F)F)N=C(CCC1CCCCC1)N2	chembl_parent	CHEMBL1348276	15	True
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl	chembl_parent	CHEMBL2111065	4	True
O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F	chembl_parent	CHEMBL3272485	16	True
O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@H](CO)O2)cc1C(F)(F)F	chembl_parent	CHEMBL1355657	13	True
O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@H](CO)O2)cc1I	chembl_parent	CHEMBL1437827	10	True
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO	chembl_parent	CHEMBL42542	1	True
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br	chembl_parent	CHEMBL31634	1451	False
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br	chembl_parent	CHEMBL222280	209	False
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F	chembl_parent	CHEMBL1129	272	False
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F	chembl_parent	CHEMBL917	1532	False
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I	chembl_parent	CHEMBL788	695	False
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@H](CO)O2)cc1/C=C\Br	chembl_parent	CHEMBL1396298	10	True
