smiles	valid_rdkit	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_full_inchikey_match	chembl_connectivity_match	chembl_ids	rdkit_valid	rdkit_canonical_smiles	rdkit_inchi_key	rdkit_inchi_key_connectivity	rdkit_full_match	rdkit_connectivity_match	rdkit_chembl_ids	rdkit_error	chembl_standardized_valid	chembl_standardized_canonical_smiles	chembl_standardized_inchi_key	chembl_standardized_inchi_key_connectivity	chembl_standardized_full_match	chembl_standardized_connectivity_match	chembl_standardized_chembl_ids	chembl_standardized_error	chembl_parent_valid	chembl_parent_canonical_smiles	chembl_parent_inchi_key	chembl_parent_inchi_key_connectivity	chembl_parent_full_match	chembl_parent_connectivity_match	chembl_parent_chembl_ids	chembl_parent_error
NC(=O)C1CC(F)CN1	True	NC(=O)C1CC(F)CN1	UMTORPRXIWIVFS-UHFFFAOYSA-N	UMTORPRXIWIVFS	False	False		True	NC(=O)C1CC(F)CN1	UMTORPRXIWIVFS-UHFFFAOYSA-N	UMTORPRXIWIVFS	False	False			True	NC(=O)C1CC(F)CN1	UMTORPRXIWIVFS-UHFFFAOYSA-N	UMTORPRXIWIVFS	False	False			True	NC(=O)C1CC(F)CN1	UMTORPRXIWIVFS-UHFFFAOYSA-N	UMTORPRXIWIVFS	False	False		
NC(=O)C1CCC(F)(F)CC1	True	NC(=O)C1CCC(F)(F)CC1	JKPXYSGFTYLPTJ-UHFFFAOYSA-N	JKPXYSGFTYLPTJ	False	False		True	NC(=O)C1CCC(F)(F)CC1	JKPXYSGFTYLPTJ-UHFFFAOYSA-N	JKPXYSGFTYLPTJ	False	False			True	NC(=O)C1CCC(F)(F)CC1	JKPXYSGFTYLPTJ-UHFFFAOYSA-N	JKPXYSGFTYLPTJ	False	False			True	NC(=O)C1CCC(F)(F)CC1	JKPXYSGFTYLPTJ-UHFFFAOYSA-N	JKPXYSGFTYLPTJ	False	False		
NC(=O)C1CCC1	True	NC(=O)C1CCC1	MFNYBOWJWGPXFM-UHFFFAOYSA-N	MFNYBOWJWGPXFM	False	False		True	NC(=O)C1CCC1	MFNYBOWJWGPXFM-UHFFFAOYSA-N	MFNYBOWJWGPXFM	False	False			True	NC(=O)C1CCC1	MFNYBOWJWGPXFM-UHFFFAOYSA-N	MFNYBOWJWGPXFM	False	False			True	NC(=O)C1CCC1	MFNYBOWJWGPXFM-UHFFFAOYSA-N	MFNYBOWJWGPXFM	False	False		
NC(=O)C1CCCCO1	True	NC(=O)C1CCCCO1	MVZDZQRFEUOLOA-UHFFFAOYSA-N	MVZDZQRFEUOLOA	False	False		True	NC(=O)C1CCCCO1	MVZDZQRFEUOLOA-UHFFFAOYSA-N	MVZDZQRFEUOLOA	False	False			True	NC(=O)C1CCCCO1	MVZDZQRFEUOLOA-UHFFFAOYSA-N	MVZDZQRFEUOLOA	False	False			True	NC(=O)C1CCCCO1	MVZDZQRFEUOLOA-UHFFFAOYSA-N	MVZDZQRFEUOLOA	False	False		
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	True	NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	XNSAINXGIQZQOO-UHFFFAOYSA-N	XNSAINXGIQZQOO	False	True		True	NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	XNSAINXGIQZQOO-UHFFFAOYSA-N	XNSAINXGIQZQOO	False	True			True	NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	XNSAINXGIQZQOO-UHFFFAOYSA-N	XNSAINXGIQZQOO	False	True			True	NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	XNSAINXGIQZQOO-UHFFFAOYSA-N	XNSAINXGIQZQOO	False	True		
NC(=O)C1CCCn2ccnc21	True	NC(=O)C1CCCn2ccnc21	VSXNZKCCQSDVAD-UHFFFAOYSA-N	VSXNZKCCQSDVAD	False	False		True	NC(=O)C1CCCn2ccnc21	VSXNZKCCQSDVAD-UHFFFAOYSA-N	VSXNZKCCQSDVAD	False	False			True	NC(=O)C1CCCn2ccnc21	VSXNZKCCQSDVAD-UHFFFAOYSA-N	VSXNZKCCQSDVAD	False	False			True	NC(=O)C1CCCn2ccnc21	VSXNZKCCQSDVAD-UHFFFAOYSA-N	VSXNZKCCQSDVAD	False	False		
NC(=O)C1CCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1	True	NC(=O)C1CCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1	LWSPTTXDACSZCA-UHFFFAOYSA-N	LWSPTTXDACSZCA	True	True	CHEMBL1508664	True	NC(=O)C1CCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1	LWSPTTXDACSZCA-UHFFFAOYSA-N	LWSPTTXDACSZCA	True	True	CHEMBL1508664		True	NC(=O)C1CCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1	LWSPTTXDACSZCA-UHFFFAOYSA-N	LWSPTTXDACSZCA	True	True	CHEMBL1508664		True	NC(=O)C1CCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1	LWSPTTXDACSZCA-UHFFFAOYSA-N	LWSPTTXDACSZCA	True	True	CHEMBL1508664	
NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1	True	NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1	BNXQQFHJKJYWTR-UHFFFAOYSA-N	BNXQQFHJKJYWTR	True	True	CHEMBL1530869	True	NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1	BNXQQFHJKJYWTR-UHFFFAOYSA-N	BNXQQFHJKJYWTR	True	True	CHEMBL1530869		True	NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1	BNXQQFHJKJYWTR-UHFFFAOYSA-N	BNXQQFHJKJYWTR	True	True	CHEMBL1530869		True	NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1	BNXQQFHJKJYWTR-UHFFFAOYSA-N	BNXQQFHJKJYWTR	True	True	CHEMBL1530869	
NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1	True	NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1	OSBGPHZLIBZPGJ-UHFFFAOYSA-N	OSBGPHZLIBZPGJ	True	True	CHEMBL1569611	True	NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1	OSBGPHZLIBZPGJ-UHFFFAOYSA-N	OSBGPHZLIBZPGJ	True	True	CHEMBL1569611		True	NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1	OSBGPHZLIBZPGJ-UHFFFAOYSA-N	OSBGPHZLIBZPGJ	True	True	CHEMBL1569611		True	NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1	OSBGPHZLIBZPGJ-UHFFFAOYSA-N	OSBGPHZLIBZPGJ	True	True	CHEMBL1569611	
NC(=O)C1CCN(C(=O)OCc2ccccc2)CC1	True	NC(=O)C1CCN(C(=O)OCc2ccccc2)CC1	UNJWOPBEKPMSGH-UHFFFAOYSA-N	UNJWOPBEKPMSGH	True	True	CHEMBL1312573	True	NC(=O)C1CCN(C(=O)OCc2ccccc2)CC1	UNJWOPBEKPMSGH-UHFFFAOYSA-N	UNJWOPBEKPMSGH	True	True	CHEMBL1312573		True	NC(=O)C1CCN(C(=O)OCc2ccccc2)CC1	UNJWOPBEKPMSGH-UHFFFAOYSA-N	UNJWOPBEKPMSGH	True	True	CHEMBL1312573		True	NC(=O)C1CCN(C(=O)OCc2ccccc2)CC1	UNJWOPBEKPMSGH-UHFFFAOYSA-N	UNJWOPBEKPMSGH	True	True	CHEMBL1312573	
NC(=O)C1CCN(c2cc(-c3ccc4c(c3)OCCCO4)ncn2)CC1	True	NC(=O)C1CCN(c2cc(-c3ccc4c(c3)OCCCO4)ncn2)CC1	RFMHZDIDBCEGOC-UHFFFAOYSA-N	RFMHZDIDBCEGOC	True	True	CHEMBL1723134	True	NC(=O)C1CCN(c2cc(-c3ccc4c(c3)OCCCO4)ncn2)CC1	RFMHZDIDBCEGOC-UHFFFAOYSA-N	RFMHZDIDBCEGOC	True	True	CHEMBL1723134		True	NC(=O)C1CCN(c2cc(-c3ccc4c(c3)OCCCO4)ncn2)CC1	RFMHZDIDBCEGOC-UHFFFAOYSA-N	RFMHZDIDBCEGOC	True	True	CHEMBL1723134		True	NC(=O)C1CCN(c2cc(-c3ccc4c(c3)OCCCO4)ncn2)CC1	RFMHZDIDBCEGOC-UHFFFAOYSA-N	RFMHZDIDBCEGOC	True	True	CHEMBL1723134	
NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1	True	NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1	XDLPTRXKGJMEAX-UHFFFAOYSA-N	XDLPTRXKGJMEAX	True	True	CHEMBL1379481	True	NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1	XDLPTRXKGJMEAX-UHFFFAOYSA-N	XDLPTRXKGJMEAX	True	True	CHEMBL1379481		True	NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1	XDLPTRXKGJMEAX-UHFFFAOYSA-N	XDLPTRXKGJMEAX	True	True	CHEMBL1379481		True	NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1	XDLPTRXKGJMEAX-UHFFFAOYSA-N	XDLPTRXKGJMEAX	True	True	CHEMBL1379481	
NC(=O)C1CCN(c2nc(-c3cc4ccccc4o3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3cc4ccccc4o3)cs2)CC1	RCEDPCXNUDZLIQ-UHFFFAOYSA-N	RCEDPCXNUDZLIQ	True	True	CHEMBL1476972	True	NC(=O)C1CCN(c2nc(-c3cc4ccccc4o3)cs2)CC1	RCEDPCXNUDZLIQ-UHFFFAOYSA-N	RCEDPCXNUDZLIQ	True	True	CHEMBL1476972		True	NC(=O)C1CCN(c2nc(-c3cc4ccccc4o3)cs2)CC1	RCEDPCXNUDZLIQ-UHFFFAOYSA-N	RCEDPCXNUDZLIQ	True	True	CHEMBL1476972		True	NC(=O)C1CCN(c2nc(-c3cc4ccccc4o3)cs2)CC1	RCEDPCXNUDZLIQ-UHFFFAOYSA-N	RCEDPCXNUDZLIQ	True	True	CHEMBL1476972	
NC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1	YWCKNSAYJDPHQO-UHFFFAOYSA-N	YWCKNSAYJDPHQO	True	True	CHEMBL1375425	True	NC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1	YWCKNSAYJDPHQO-UHFFFAOYSA-N	YWCKNSAYJDPHQO	True	True	CHEMBL1375425		True	NC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1	YWCKNSAYJDPHQO-UHFFFAOYSA-N	YWCKNSAYJDPHQO	True	True	CHEMBL1375425		True	NC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1	YWCKNSAYJDPHQO-UHFFFAOYSA-N	YWCKNSAYJDPHQO	True	True	CHEMBL1375425	
NC(=O)C1CCN(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CC1	NVHBGNJYOYEODQ-UHFFFAOYSA-N	NVHBGNJYOYEODQ	True	True	CHEMBL1704325	True	NC(=O)C1CCN(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CC1	NVHBGNJYOYEODQ-UHFFFAOYSA-N	NVHBGNJYOYEODQ	True	True	CHEMBL1704325		True	NC(=O)C1CCN(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CC1	NVHBGNJYOYEODQ-UHFFFAOYSA-N	NVHBGNJYOYEODQ	True	True	CHEMBL1704325		True	NC(=O)C1CCN(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CC1	NVHBGNJYOYEODQ-UHFFFAOYSA-N	NVHBGNJYOYEODQ	True	True	CHEMBL1704325	
NC(=O)C1CCN(c2nc(-c3ccc(Cl)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(Cl)cc3)cs2)CC1	LABMFICRIXXKMN-UHFFFAOYSA-N	LABMFICRIXXKMN	True	True	CHEMBL1707915	True	NC(=O)C1CCN(c2nc(-c3ccc(Cl)cc3)cs2)CC1	LABMFICRIXXKMN-UHFFFAOYSA-N	LABMFICRIXXKMN	True	True	CHEMBL1707915		True	NC(=O)C1CCN(c2nc(-c3ccc(Cl)cc3)cs2)CC1	LABMFICRIXXKMN-UHFFFAOYSA-N	LABMFICRIXXKMN	True	True	CHEMBL1707915		True	NC(=O)C1CCN(c2nc(-c3ccc(Cl)cc3)cs2)CC1	LABMFICRIXXKMN-UHFFFAOYSA-N	LABMFICRIXXKMN	True	True	CHEMBL1707915	
NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1	CRHSRTXZFRNUHA-UHFFFAOYSA-N	CRHSRTXZFRNUHA	True	True	CHEMBL1496670	True	NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1	CRHSRTXZFRNUHA-UHFFFAOYSA-N	CRHSRTXZFRNUHA	True	True	CHEMBL1496670		True	NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1	CRHSRTXZFRNUHA-UHFFFAOYSA-N	CRHSRTXZFRNUHA	True	True	CHEMBL1496670		True	NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1	CRHSRTXZFRNUHA-UHFFFAOYSA-N	CRHSRTXZFRNUHA	True	True	CHEMBL1496670	
NC(=O)C1CCN(c2nc(-c3ccc(N)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(N)cc3)cs2)CC1	UORQCNUFZGZPMR-UHFFFAOYSA-N	UORQCNUFZGZPMR	True	True	CHEMBL1734690	True	NC(=O)C1CCN(c2nc(-c3ccc(N)cc3)cs2)CC1	UORQCNUFZGZPMR-UHFFFAOYSA-N	UORQCNUFZGZPMR	True	True	CHEMBL1734690		True	NC(=O)C1CCN(c2nc(-c3ccc(N)cc3)cs2)CC1	UORQCNUFZGZPMR-UHFFFAOYSA-N	UORQCNUFZGZPMR	True	True	CHEMBL1734690		True	NC(=O)C1CCN(c2nc(-c3ccc(N)cc3)cs2)CC1	UORQCNUFZGZPMR-UHFFFAOYSA-N	UORQCNUFZGZPMR	True	True	CHEMBL1734690	
NC(=O)C1CCN(c2nc(-c3ccc(N4CCCCC4)nc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(N4CCCCC4)nc3)cs2)CC1	YTEGESYHLFRLMS-UHFFFAOYSA-N	YTEGESYHLFRLMS	True	True	CHEMBL1709834	True	NC(=O)C1CCN(c2nc(-c3ccc(N4CCCCC4)nc3)cs2)CC1	YTEGESYHLFRLMS-UHFFFAOYSA-N	YTEGESYHLFRLMS	True	True	CHEMBL1709834		True	NC(=O)C1CCN(c2nc(-c3ccc(N4CCCCC4)nc3)cs2)CC1	YTEGESYHLFRLMS-UHFFFAOYSA-N	YTEGESYHLFRLMS	True	True	CHEMBL1709834		True	NC(=O)C1CCN(c2nc(-c3ccc(N4CCCCC4)nc3)cs2)CC1	YTEGESYHLFRLMS-UHFFFAOYSA-N	YTEGESYHLFRLMS	True	True	CHEMBL1709834	
NC(=O)C1CCN(c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1	ZNELCSQEZKJVKF-UHFFFAOYSA-N	ZNELCSQEZKJVKF	True	True	CHEMBL1722671	True	NC(=O)C1CCN(c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1	ZNELCSQEZKJVKF-UHFFFAOYSA-N	ZNELCSQEZKJVKF	True	True	CHEMBL1722671		True	NC(=O)C1CCN(c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1	ZNELCSQEZKJVKF-UHFFFAOYSA-N	ZNELCSQEZKJVKF	True	True	CHEMBL1722671		True	NC(=O)C1CCN(c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1	ZNELCSQEZKJVKF-UHFFFAOYSA-N	ZNELCSQEZKJVKF	True	True	CHEMBL1722671	
NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1	UYSMPENUGIWEPP-UHFFFAOYSA-N	UYSMPENUGIWEPP	True	True	CHEMBL1699156	True	NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1	UYSMPENUGIWEPP-UHFFFAOYSA-N	UYSMPENUGIWEPP	True	True	CHEMBL1699156		True	NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1	UYSMPENUGIWEPP-UHFFFAOYSA-N	UYSMPENUGIWEPP	True	True	CHEMBL1699156		True	NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1	UYSMPENUGIWEPP-UHFFFAOYSA-N	UYSMPENUGIWEPP	True	True	CHEMBL1699156	
NC(=O)C1CCN(c2nc(-c3ccc(Oc4ccccc4)cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc(Oc4ccccc4)cc3)cs2)CC1	YKWYKGWGJNJYKQ-UHFFFAOYSA-N	YKWYKGWGJNJYKQ	True	True	CHEMBL1717802	True	NC(=O)C1CCN(c2nc(-c3ccc(Oc4ccccc4)cc3)cs2)CC1	YKWYKGWGJNJYKQ-UHFFFAOYSA-N	YKWYKGWGJNJYKQ	True	True	CHEMBL1717802		True	NC(=O)C1CCN(c2nc(-c3ccc(Oc4ccccc4)cc3)cs2)CC1	YKWYKGWGJNJYKQ-UHFFFAOYSA-N	YKWYKGWGJNJYKQ	True	True	CHEMBL1717802		True	NC(=O)C1CCN(c2nc(-c3ccc(Oc4ccccc4)cc3)cs2)CC1	YKWYKGWGJNJYKQ-UHFFFAOYSA-N	YKWYKGWGJNJYKQ	True	True	CHEMBL1717802	
NC(=O)C1CCN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)CC1	UVZLJWVQVXGUGM-UHFFFAOYSA-N	UVZLJWVQVXGUGM	True	True	CHEMBL1713932	True	NC(=O)C1CCN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)CC1	UVZLJWVQVXGUGM-UHFFFAOYSA-N	UVZLJWVQVXGUGM	True	True	CHEMBL1713932		True	NC(=O)C1CCN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)CC1	UVZLJWVQVXGUGM-UHFFFAOYSA-N	UVZLJWVQVXGUGM	True	True	CHEMBL1713932		True	NC(=O)C1CCN(c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)CC1	UVZLJWVQVXGUGM-UHFFFAOYSA-N	UVZLJWVQVXGUGM	True	True	CHEMBL1713932	
NC(=O)C1CCN(c2nc(-c3ccc4c(c3)CCO4)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)CCO4)cs2)CC1	SPCADEVIMLAILT-UHFFFAOYSA-N	SPCADEVIMLAILT	True	True	CHEMBL1707878	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)CCO4)cs2)CC1	SPCADEVIMLAILT-UHFFFAOYSA-N	SPCADEVIMLAILT	True	True	CHEMBL1707878		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)CCO4)cs2)CC1	SPCADEVIMLAILT-UHFFFAOYSA-N	SPCADEVIMLAILT	True	True	CHEMBL1707878		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)CCO4)cs2)CC1	SPCADEVIMLAILT-UHFFFAOYSA-N	SPCADEVIMLAILT	True	True	CHEMBL1707878	
NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1	BZCQLLISCTUASM-UHFFFAOYSA-N	BZCQLLISCTUASM	True	True	CHEMBL1736177	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1	BZCQLLISCTUASM-UHFFFAOYSA-N	BZCQLLISCTUASM	True	True	CHEMBL1736177		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1	BZCQLLISCTUASM-UHFFFAOYSA-N	BZCQLLISCTUASM	True	True	CHEMBL1736177		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1	BZCQLLISCTUASM-UHFFFAOYSA-N	BZCQLLISCTUASM	True	True	CHEMBL1736177	
NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCO4)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCO4)cs2)CC1	ZABRHNDJMHAVOF-UHFFFAOYSA-N	ZABRHNDJMHAVOF	True	True	CHEMBL1408693	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCO4)cs2)CC1	ZABRHNDJMHAVOF-UHFFFAOYSA-N	ZABRHNDJMHAVOF	True	True	CHEMBL1408693		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCO4)cs2)CC1	ZABRHNDJMHAVOF-UHFFFAOYSA-N	ZABRHNDJMHAVOF	True	True	CHEMBL1408693		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCO4)cs2)CC1	ZABRHNDJMHAVOF-UHFFFAOYSA-N	ZABRHNDJMHAVOF	True	True	CHEMBL1408693	
NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCO4)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCO4)cs2)CC1	TYBKLUUTTBJHEE-UHFFFAOYSA-N	TYBKLUUTTBJHEE	True	True	CHEMBL1708614	True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCO4)cs2)CC1	TYBKLUUTTBJHEE-UHFFFAOYSA-N	TYBKLUUTTBJHEE	True	True	CHEMBL1708614		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCO4)cs2)CC1	TYBKLUUTTBJHEE-UHFFFAOYSA-N	TYBKLUUTTBJHEE	True	True	CHEMBL1708614		True	NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCO4)cs2)CC1	TYBKLUUTTBJHEE-UHFFFAOYSA-N	TYBKLUUTTBJHEE	True	True	CHEMBL1708614	
NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1	PLMCSYVJANZMEO-UHFFFAOYSA-N	PLMCSYVJANZMEO	True	True	CHEMBL1315113	True	NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1	PLMCSYVJANZMEO-UHFFFAOYSA-N	PLMCSYVJANZMEO	True	True	CHEMBL1315113		True	NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1	PLMCSYVJANZMEO-UHFFFAOYSA-N	PLMCSYVJANZMEO	True	True	CHEMBL1315113		True	NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1	PLMCSYVJANZMEO-UHFFFAOYSA-N	PLMCSYVJANZMEO	True	True	CHEMBL1315113	
NC(=O)C1CCN(c2nc(-c3ccc4occc(=O)c4c3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3ccc4occc(=O)c4c3)cs2)CC1	ADNGRPBATFJXDX-UHFFFAOYSA-N	ADNGRPBATFJXDX	True	True	CHEMBL1358277	True	NC(=O)C1CCN(c2nc(-c3ccc4occc(=O)c4c3)cs2)CC1	ADNGRPBATFJXDX-UHFFFAOYSA-N	ADNGRPBATFJXDX	True	True	CHEMBL1358277		True	NC(=O)C1CCN(c2nc(-c3ccc4occc(=O)c4c3)cs2)CC1	ADNGRPBATFJXDX-UHFFFAOYSA-N	ADNGRPBATFJXDX	True	True	CHEMBL1358277		True	NC(=O)C1CCN(c2nc(-c3ccc4occc(=O)c4c3)cs2)CC1	ADNGRPBATFJXDX-UHFFFAOYSA-N	ADNGRPBATFJXDX	True	True	CHEMBL1358277	
NC(=O)C1CCN(c2nc(-c3cccc(Br)c3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3cccc(Br)c3)cs2)CC1	FFWIMXWZXWLEOI-UHFFFAOYSA-N	FFWIMXWZXWLEOI	True	True	CHEMBL1719686	True	NC(=O)C1CCN(c2nc(-c3cccc(Br)c3)cs2)CC1	FFWIMXWZXWLEOI-UHFFFAOYSA-N	FFWIMXWZXWLEOI	True	True	CHEMBL1719686		True	NC(=O)C1CCN(c2nc(-c3cccc(Br)c3)cs2)CC1	FFWIMXWZXWLEOI-UHFFFAOYSA-N	FFWIMXWZXWLEOI	True	True	CHEMBL1719686		True	NC(=O)C1CCN(c2nc(-c3cccc(Br)c3)cs2)CC1	FFWIMXWZXWLEOI-UHFFFAOYSA-N	FFWIMXWZXWLEOI	True	True	CHEMBL1719686	
NC(=O)C1CCN(c2nc(-c3cccc(C(F)(F)F)c3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3cccc(C(F)(F)F)c3)cs2)CC1	QVQDHWLKYJJUKU-UHFFFAOYSA-N	QVQDHWLKYJJUKU	True	True	CHEMBL1717457	True	NC(=O)C1CCN(c2nc(-c3cccc(C(F)(F)F)c3)cs2)CC1	QVQDHWLKYJJUKU-UHFFFAOYSA-N	QVQDHWLKYJJUKU	True	True	CHEMBL1717457		True	NC(=O)C1CCN(c2nc(-c3cccc(C(F)(F)F)c3)cs2)CC1	QVQDHWLKYJJUKU-UHFFFAOYSA-N	QVQDHWLKYJJUKU	True	True	CHEMBL1717457		True	NC(=O)C1CCN(c2nc(-c3cccc(C(F)(F)F)c3)cs2)CC1	QVQDHWLKYJJUKU-UHFFFAOYSA-N	QVQDHWLKYJJUKU	True	True	CHEMBL1717457	
NC(=O)C1CCN(c2nc(-c3cccc(Cl)c3)cs2)CC1	True	NC(=O)C1CCN(c2nc(-c3cccc(Cl)c3)cs2)CC1	SVSPDQUBLNMZOS-UHFFFAOYSA-N	SVSPDQUBLNMZOS	True	True	CHEMBL1609600	True	NC(=O)C1CCN(c2nc(-c3cccc(Cl)c3)cs2)CC1	SVSPDQUBLNMZOS-UHFFFAOYSA-N	SVSPDQUBLNMZOS	True	True	CHEMBL1609600		True	NC(=O)C1CCN(c2nc(-c3cccc(Cl)c3)cs2)CC1	SVSPDQUBLNMZOS-UHFFFAOYSA-N	SVSPDQUBLNMZOS	True	True	CHEMBL1609600		True	NC(=O)C1CCN(c2nc(-c3cccc(Cl)c3)cs2)CC1	SVSPDQUBLNMZOS-UHFFFAOYSA-N	SVSPDQUBLNMZOS	True	True	CHEMBL1609600	
