smiles	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_connectivity_match	error
COc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	COc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1	WZFNBCNLDVGFHH-UHFFFAOYSA-N	WZFNBCNLDVGFHH	False	
COc1ccc(CN2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1	COc1ccc(CN2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1	XGEWSLAJNBTPMF-UHFFFAOYSA-N	XGEWSLAJNBTPMF	False	
COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cn1	COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cn1	FPGCWSZCMSCZEJ-UHFFFAOYSA-N	FPGCWSZCMSCZEJ	False	
COc1ccc(CN2CCc3ccc(NC(=O)c4ccccc4NC(=O)c4cnc5ccccc5n4)cc3C2)cc1OC	COc1ccc(CN2CCc3ccc(NC(=O)c4ccccc4NC(=O)c4cnc5ccccc5n4)cc3C2)cc1OC	BETLXDSDTMMXGY-UHFFFAOYSA-N	BETLXDSDTMMXGY	False	
COc1ccc(CNC(=O)C(C)Br)cc1	COc1ccc(CNC(=O)C(C)Br)cc1	PUWQCNGWBKXWCX-UHFFFAOYSA-N	PUWQCNGWBKXWCX	False	
COc1ccc(CNC(=O)C(C)Br)cc1OC	COc1ccc(CNC(=O)C(C)Br)cc1OC	UGPOMEGHGLOTDU-UHFFFAOYSA-N	UGPOMEGHGLOTDU	False	
COc1ccc(CNC(=O)CC#N)cc1	COc1ccc(CNC(=O)CC#N)cc1	CZEXVFFBZBDCNV-UHFFFAOYSA-N	CZEXVFFBZBDCNV	False	
COc1ccc(CNC(=O)c2cc3cc(Cl)ccc3o2)c(OC)c1	COc1ccc(CNC(=O)c2cc3cc(Cl)ccc3o2)c(OC)c1	RHWZYWPRZZGFHE-UHFFFAOYSA-N	RHWZYWPRZZGFHE	False	
COc1ccc(CNC(=O)c2cnc3ccccc3n2)cc1	COc1ccc(CNC(=O)c2cnc3ccccc3n2)cc1	UNPNQHQHZUZMHB-UHFFFAOYSA-N	UNPNQHQHZUZMHB	False	
COc1ccc(CNC2CCCC2)cc1	COc1ccc(CNC2CCCC2)cc1	LVSGBNFVCJKBJD-UHFFFAOYSA-N	LVSGBNFVCJKBJD	False	
COc1ccc(CNc2nc3nc4c(c(=O)n3[nH]2)CCC4)cc1	COc1ccc(CNc2nc3nc4c(c(=O)n3[nH]2)CCC4)cc1	VLMGHFWCKGVRPD-UHFFFAOYSA-N	VLMGHFWCKGVRPD	False	
COc1ccc(CNc2nnc(N3CCC4(CC3)CC(O)C4)c3ccc(C#N)cc23)cc1Cl	COc1ccc(CNc2nnc(N3CCC4(CC3)CC(O)C4)c3ccc(C#N)cc23)cc1Cl	BROVXIYHWJSPHN-UHFFFAOYSA-N	BROVXIYHWJSPHN	False	
COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1	COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1	NATWBGBZPDMXFX-UHFFFAOYSA-N	NATWBGBZPDMXFX	False	
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1	LGAKZQBLEAFCQV-UHFFFAOYSA-M	LGAKZQBLEAFCQV	False	
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)([O-])=NC(=O)NC2CCCCC2)cc1	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)([O-])=NC(=O)NC2CCCCC2)cc1	OVOWTFSMKVIMPY-UHFFFAOYSA-M	OVOWTFSMKVIMPY	False	
COc1ccc(N(CCCl)CCCl)c2cc([N+](=O)[O-])oc12	COc1ccc(N(CCCl)CCCl)c2cc([N+](=O)[O-])oc12	YVTVKGADNTVFRY-UHFFFAOYSA-N	YVTVKGADNTVFRY	False	
COc1ccc(N(CCCl)CCCl)c2oc([N+](=O)[O-])cc12	COc1ccc(N(CCCl)CCCl)c2oc([N+](=O)[O-])cc12	VJRUOWDUVMMWOO-UHFFFAOYSA-N	VJRUOWDUVMMWOO	False	
COc1ccc(N2CC(C(N)=O)CC2=O)cc1	COc1ccc(N2CC(C(N)=O)CC2=O)cc1	XIQFJODEOCNRBV-UHFFFAOYSA-N	XIQFJODEOCNRBV	False	
COc1ccc(N2CCN(C(=N)/C(C(C)=O)=C(\C)O)CC2)cc1	COc1ccc(N2CCN(C(=N)/C(C(C)=O)=C(\C)O)CC2)cc1	ZWTHQBQIPIHPBH-USZBIXTISA-N	ZWTHQBQIPIHPBH	False	
COc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	COc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	OKVZACRWBMIIEM-UHFFFAOYSA-N	OKVZACRWBMIIEM	False	
COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1	COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1	YLTNBKNUTOITRC-UHFFFAOYSA-N	YLTNBKNUTOITRC	False	
COc1ccc(N=O)cc1	COc1ccc(N=O)cc1	RIOSDPIZGIWNMS-UHFFFAOYSA-N	RIOSDPIZGIWNMS	False	
COc1ccc(NC(=O)CN)cc1	COc1ccc(NC(=O)CN)cc1	MAVJTZKUNOKGPF-UHFFFAOYSA-N	MAVJTZKUNOKGPF	False	
COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N(C)C	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N(C)C	POLJHKBBRCVBNL-UHFFFAOYSA-N	POLJHKBBRCVBNL	False	
COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N1CCCCC1	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N1CCCCC1	GMSPPDWZIKJXMH-UHFFFAOYSA-N	GMSPPDWZIKJXMH	False	
COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N1CCCCCC1	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N1CCCCCC1	BQPCIUGTTLUGLX-UHFFFAOYSA-N	BQPCIUGTTLUGLX	False	
COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(C#N)cc1	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(C#N)cc1	IJVQZMNHPRBSEM-UHFFFAOYSA-N	IJVQZMNHPRBSEM	False	
COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1cccc(C#N)c1	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1cccc(C#N)c1	JMZWLQIRSCUMCS-UHFFFAOYSA-N	JMZWLQIRSCUMCS	False	
COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccccc1C#N	COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccccc1C#N	FYMKKBNHYRSFTR-UHFFFAOYSA-N	FYMKKBNHYRSFTR	False	
COc1ccc(NC(=O)c2[nH]c(C)cc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2[nH]c(C)cc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	SSCGOCFNLMIWAM-UHFFFAOYSA-N	SSCGOCFNLMIWAM	False	
COc1ccc(NC(=O)c2c(C)c(C(C)=O)c(C)n2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2c(C)c(C(C)=O)c(C)n2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	VERBIKHARTYTLX-UHFFFAOYSA-N	VERBIKHARTYTLX	False	
COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N(C)C	COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N(C)C	ZSDADIUEGBFRSE-UHFFFAOYSA-N	ZSDADIUEGBFRSE	False	
COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N1CCCCC1	COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N1CCCCC1	YYYDMRRTUGTPQR-UHFFFAOYSA-N	YYYDMRRTUGTPQR	False	
COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N1CCCCCC1	COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N1CCCCCC1	YHEJQILSMXORIH-UHFFFAOYSA-N	YHEJQILSMXORIH	False	
COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	UCELYZAQRUVHIA-UHFFFAOYSA-N	UCELYZAQRUVHIA	False	
COc1ccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)cc1OC	COc1ccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)cc1OC	MNUJKJCMCJWBRM-UHFFFAOYSA-N	MNUJKJCMCJWBRM	False	
COc1ccc(NC(=O)c2ccc[nH]2)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2ccc[nH]2)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	HZVKEDLOKCQRAW-UHFFFAOYSA-N	HZVKEDLOKCQRAW	False	
COc1ccc(NC(=O)c2ccccc2)cc1S(=O)(=O)Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2ccccc2)cc1S(=O)(=O)Nc1ccc(Br)cc1	QMXUFBVPDSXJFI-UHFFFAOYSA-N	QMXUFBVPDSXJFI	False	
COc1ccc(NC(=O)c2cccnc2)cc1S(=O)(=O)Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2cccnc2)cc1S(=O)(=O)Nc1ccc(Br)cc1	GZDQHCIEYPFLAC-UHFFFAOYSA-N	GZDQHCIEYPFLAC	False	
COc1ccc(NC(=O)c2cccnc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	COc1ccc(NC(=O)c2cccnc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1	GVYMAXOYECBLOQ-UHFFFAOYSA-N	GVYMAXOYECBLOQ	False	
COc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1	COc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1	AGMLIICQHWMQGU-UHFFFAOYSA-N	AGMLIICQHWMQGU	False	
COc1ccc(NC(C)=O)cc1S(=O)(=O)Nc1ccc(Br)cc1	COc1ccc(NC(C)=O)cc1S(=O)(=O)Nc1ccc(Br)cc1	OAJGRCMPOXWTDI-UHFFFAOYSA-N	OAJGRCMPOXWTDI	False	
COc1ccc(NCc2ccc(F)cc2)cc1	COc1ccc(NCc2ccc(F)cc2)cc1	QHNUQKUZGHGTCA-UHFFFAOYSA-N	QHNUQKUZGHGTCA	False	
COc1ccc(NOS(=O)(=O)O)cc1N	COc1ccc(NOS(=O)(=O)O)cc1N	IFQLGMPQSOTGKI-UHFFFAOYSA-N	IFQLGMPQSOTGKI	False	
COc1ccc(NS(=O)(=O)c2ccc(C)c(C(=O)Nc3ccc4oc(C)nc4c3)c2)cc1	COc1ccc(NS(=O)(=O)c2ccc(C)c(C(=O)Nc3ccc4oc(C)nc4c3)c2)cc1	RLMSXUAECJHHJA-UHFFFAOYSA-N	RLMSXUAECJHHJA	False	
COc1ccc(Nc2cc3c(nc2OC)nc(CCc2ccccc2)n3C)cn1	COc1ccc(Nc2cc3c(nc2OC)nc(CCc2ccccc2)n3C)cn1	YHAVZLCWGYLAKP-UHFFFAOYSA-N	YHAVZLCWGYLAKP	False	
COc1ccc(Nc2cnc3ccc(-c4ccc(OC)c(OC)c4)nn23)cc1	COc1ccc(Nc2cnc3ccc(-c4ccc(OC)c(OC)c4)nn23)cc1	BDRQLACRVDZSIS-UHFFFAOYSA-N	BDRQLACRVDZSIS	False	
COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F	COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F	RELYTYMFLMSHQI-UHFFFAOYSA-N	RELYTYMFLMSHQI	False	
COc1ccc(O)c(C(C)(C)C)c1	COc1ccc(O)c(C(C)(C)C)c1	MRBKEAMVRSLQPH-UHFFFAOYSA-N	MRBKEAMVRSLQPH	False	
COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)C1CCOC1O4	COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)C1CCOC1O4	RCUCNKLTNYOKIJ-UHFFFAOYSA-N	RCUCNKLTNYOKIJ	False	
COc1ccc(O)cc1C(C)(C)C	COc1ccc(O)cc1C(C)(C)C	IMOYOUMVYICGCA-UHFFFAOYSA-N	IMOYOUMVYICGCA	False	
COc1ccc(OC)c(-c2nc3c(C#N)c[nH]n3c2NC2CCCCC2)c1	COc1ccc(OC)c(-c2nc3c(C#N)c[nH]n3c2NC2CCCCC2)c1	JXRWYFQUALWXRS-UHFFFAOYSA-N	JXRWYFQUALWXRS	False	
COc1ccc(OC)c(C2C(C(=O)Nc3nc4ccccc4s3)=C(C)NC3=C2C(=O)CCC3)c1	COc1ccc(OC)c(C2C(C(=O)Nc3nc4ccccc4s3)=C(C)NC3=C2C(=O)CCC3)c1	ZSMUQPJWPNLFOE-UHFFFAOYSA-N	ZSMUQPJWPNLFOE	False	
COc1ccc(OC)c(C2C3=C(COC3=O)Nc3cc4c(cc32)OCO4)c1	COc1ccc(OC)c(C2C3=C(COC3=O)Nc3cc4c(cc32)OCO4)c1	GBNFLIQUBILQAY-UHFFFAOYSA-N	GBNFLIQUBILQAY	False	
COc1ccc(OC)c(N2CC(O)=C(c3nc4ccccc4s3)C2=N)c1	COc1ccc(OC)c(N2CC(O)=C(c3nc4ccccc4s3)C2=N)c1	CDOHJUPUIYEDTC-UHFFFAOYSA-N	CDOHJUPUIYEDTC	False	
COc1ccc(OC2=NCCc3ccccc32)cc1	COc1ccc(OC2=NCCc3ccccc32)cc1	QSHNEPCMOHZGHC-UHFFFAOYSA-N	QSHNEPCMOHZGHC	False	
COc1ccc(OCC[C@@H](O)CN2CCN(c3ccccc3C)CC2)c(C(=O)CCc2ccccc2)c1	COc1ccc(OCC[C@@H](O)CN2CCN(c3ccccc3C)CC2)c(C(=O)CCc2ccccc2)c1	TUNWKIAINJJOSJ-AREMUKBSSA-N	TUNWKIAINJJOSJ	False	
COc1ccc(OC[C@@H](O)CN2CCN(c3ccc(F)cc3)CC2)cc1	COc1ccc(OC[C@@H](O)CN2CCN(c3ccc(F)cc3)CC2)cc1	GPYUYKZFZAWJDL-SFHVURJKSA-N	GPYUYKZFZAWJDL	False	
COc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1	COc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1	WFBHTTQUZXASMK-UHFFFAOYSA-N	WFBHTTQUZXASMK	False	
COc1ccc([C@@H]2Oc3cc(-c4oc5cc(O)cc(O)c5c(=O)c4OC)ccc3O[C@@H]2CO)cc1OC	COc1ccc([C@@H]2Oc3cc(-c4oc5cc(O)cc(O)c5c(=O)c4OC)ccc3O[C@@H]2CO)cc1OC	YAQMTTXMLFJRLR-RDGATRHJSA-N	YAQMTTXMLFJRLR	False	
COc1ccc([C@H]2O[C@@H]2C(=O)c2ccccc2)cc1	COc1ccc([C@H]2O[C@@H]2C(=O)c2ccccc2)cc1	OJNVQVXKXBOSSW-HZPDHXFCSA-N	OJNVQVXKXBOSSW	False	
COc1ccc([N+](=O)[O-])cc1N=Nc1c(O)c(C(=O)Nc2cccc([N+](=O)[O-])c2)cc2ccccc12	COc1ccc([N+](=O)[O-])cc1N=Nc1c(O)c(C(=O)Nc2cccc([N+](=O)[O-])c2)cc2ccccc12	SOFRHZUTPGJWAM-UHFFFAOYSA-N	SOFRHZUTPGJWAM	False	
COc1ccc([N+](=O)[O-])ccc1=O	COc1ccc([N+](=O)[O-])ccc1=O	SRVBIVSFLVFSAB-UHFFFAOYSA-N	SRVBIVSFLVFSAB	False	
COc1ccc2[nH]c(=O)c(-c3noc(-c4cccs4)n3)cc2c1	COc1ccc2[nH]c(=O)c(-c3noc(-c4cccs4)n3)cc2c1	NNCSVKUBTTZSMU-UHFFFAOYSA-N	NNCSVKUBTTZSMU	False	
COc1ccc2[nH]c(=O)cc(C)c2c1	COc1ccc2[nH]c(=O)cc(C)c2c1	VGQWDNJRHAWUNX-UHFFFAOYSA-N	VGQWDNJRHAWUNX	False	
COc1ccc2[nH]c(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccc4O)C=C3C)nc2n1	COc1ccc2[nH]c(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccc4O)C=C3C)nc2n1	GNANSXYTAJFDKZ-ACRUOGEOSA-N	GNANSXYTAJFDKZ	False	
COc1ccc2[nH]c(N)nc2c1	COc1ccc2[nH]c(N)nc2c1	FXFSGALQLLEBJD-UHFFFAOYSA-N	FXFSGALQLLEBJD	False	
COc1ccc2[nH]c3c(C)cc(N)c(C)c3c2c1	COc1ccc2[nH]c3c(C)cc(N)c(C)c3c2c1	WCLIWSYBYPGKRS-UHFFFAOYSA-N	WCLIWSYBYPGKRS	False	
COc1ccc2[nH]c3c(c2c1)CCNC31CCN(S(=O)(=O)c2c(C)noc2C)CC1	COc1ccc2[nH]c3c(c2c1)CCNC31CCN(S(=O)(=O)c2c(C)noc2C)CC1	UOCJGZRRFKYJQG-UHFFFAOYSA-N	UOCJGZRRFKYJQG	False	
COc1ccc2c(C(=S)N(C)CC(=O)O)ccc(C(F)(F)F)c2c1	COc1ccc2c(C(=S)N(C)CC(=O)O)ccc(C(F)(F)F)c2c1	VSPVSOQXQQUPKS-UHFFFAOYSA-N	VSPVSOQXQQUPKS	False	
COc1ccc2c(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)c(O)n(Cc3ccco3)c(=O)c2c1	COc1ccc2c(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)c(O)n(Cc3ccco3)c(=O)c2c1	STBQKCFEZSONII-UHFFFAOYSA-N	STBQKCFEZSONII	False	
COc1ccc2c(CBr)cc(=O)oc2c1	COc1ccc2c(CBr)cc(=O)oc2c1	CTENSLORRMFPDH-UHFFFAOYSA-N	CTENSLORRMFPDH	False	
COc1ccc2c(OC)c3c(nc2c1OC)OCC3	COc1ccc2c(OC)c3c(nc2c1OC)OCC3	CKDKGHDDRAMHGK-UHFFFAOYSA-N	CKDKGHDDRAMHGK	False	
COc1ccc2c(c1)-c1c(OC)c(OC)cc3ccnc(c13)C2=O	COc1ccc2c(c1)-c1c(OC)c(OC)cc3ccnc(c13)C2=O	RAQYRKOGKCJIAP-UHFFFAOYSA-N	RAQYRKOGKCJIAP	False	
COc1ccc2c(c1)-c1nccc3cc(OC)c(O)c(c13)C2=O	COc1ccc2c(c1)-c1nccc3cc(OC)c(O)c(c13)C2=O	BKPROUCYAMSITF-UHFFFAOYSA-N	BKPROUCYAMSITF	False	
COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O	COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O	KJMKAWHFLAYVBS-UHFFFAOYSA-N	KJMKAWHFLAYVBS	False	
COc1ccc2c(c1)=NC1=C(C)NCCC=21	COc1ccc2c(c1)=NC1=C(C)NCCC=21	QJOZJXNKVMFAET-UHFFFAOYSA-N	QJOZJXNKVMFAET	False	
COc1ccc2c(c1)C(=O)c1c(OC)c(OC)cc3ccnc-2c13	COc1ccc2c(c1)C(=O)c1c(OC)c(OC)cc3ccnc-2c13	LHRMNRPHVHDOJH-UHFFFAOYSA-N	LHRMNRPHVHDOJH	False	
COc1ccc2c(c1)C(=O)c1nccc3cc(OC)c(OC)c-2c13	COc1ccc2c(c1)C(=O)c1nccc3cc(OC)c(OC)c-2c13	HGJOQONKWSVYMB-UHFFFAOYSA-N	HGJOQONKWSVYMB	False	
COc1ccc2c(c1)C1CCCCC1C1OC21	COc1ccc2c(c1)C1CCCCC1C1OC21	SEEWCDWTXYKWKT-UHFFFAOYSA-N	SEEWCDWTXYKWKT	False	
COc1ccc2c(c1)C1CCCCC1C=C2	COc1ccc2c(c1)C1CCCCC1C=C2	MYLYRYCVWROLJA-UHFFFAOYSA-N	MYLYRYCVWROLJA	False	
COc1ccc2c(c1)CCc1c-2n[nH]c1C(=O)N1CCc2c(nc3cc(-c4ccccc4)[nH]n3c2=O)C1	COc1ccc2c(c1)CCc1c-2n[nH]c1C(=O)N1CCc2c(nc3cc(-c4ccccc4)[nH]n3c2=O)C1	IWOCRPPBFUJHMY-UHFFFAOYSA-N	IWOCRPPBFUJHMY	False	
COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccccc1	COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccccc1	HQDQQNHUESYZSW-UHFFFAOYSA-N	HQDQQNHUESYZSW	False	
COc1ccc2c(c1)c1cc(OC)ccc1c1c3ccc(OC)cc3c3cc(OC)ccc3c21	COc1ccc2c(c1)c1cc(OC)ccc1c1c3ccc(OC)cc3c3cc(OC)ccc3c21	SLHBVJYZKRDQHO-UHFFFAOYSA-N	SLHBVJYZKRDQHO	False	
COc1ccc2c(c1)nc(N)n2C	COc1ccc2c(c1)nc(N)n2C	BTSAWSKQHDFYIU-UHFFFAOYSA-N	BTSAWSKQHDFYIU	False	
COc1ccc2c(c1OC)c(=O)n(C)c1c3cc4c(cc3ccc21)OCO4	COc1ccc2c(c1OC)c(=O)n(C)c1c3cc4c(cc3ccc21)OCO4	IHTXRYTWDARUKX-UHFFFAOYSA-N	IHTXRYTWDARUKX	False	
COc1ccc2c(cc3c4c(cc5c(c42)OCO5)C(=O)C(=O)N3C)c1OC	COc1ccc2c(cc3c4c(cc5c(c42)OCO5)C(=O)C(=O)N3C)c1OC	TVMABCBARSLKAA-UHFFFAOYSA-N	TVMABCBARSLKAA	False	
COc1ccc2c(ccc3c4c(ccc32)C(C)=CC4)c1	COc1ccc2c(ccc3c4c(ccc32)C(C)=CC4)c1	UOHAGIQXJQVOBM-UHFFFAOYSA-N	UOHAGIQXJQVOBM	False	
COc1ccc2c(ccn2CCC(=O)Nc2ccc3c(c2)C(=O)N2CCC[C@H]2C(=O)N3)c1	COc1ccc2c(ccn2CCC(=O)Nc2ccc3c(c2)C(=O)N2CCC[C@H]2C(=O)N3)c1	VTFFMSUFWLROHS-NRFANRHFSA-N	VTFFMSUFWLROHS	False	
COc1ccc2c3c([nH]c2c1)C1CC2C(CN1CC3)C(OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)CC(OC)C2OC(C)=O	COc1ccc2c3c([nH]c2c1)C1CC2C(CN1CC3)C(OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)CC(OC)C2OC(C)=O	QRVCUBWFVXUAKG-JXMROGBWSA-N	QRVCUBWFVXUAKG	False	
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2	COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2	BGQDCDRDPCVLJE-UHFFFAOYSA-N	BGQDCDRDPCVLJE	False	
COc1ccc2c3c(cccc13)OC([N+](=O)[O-])=C2	COc1ccc2c3c(cccc13)OC([N+](=O)[O-])=C2	DNZYLXTVVJFKQE-UHFFFAOYSA-N	DNZYLXTVVJFKQE	False	
COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1	COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1	FEFDFGCKFYFWHV-UHFFFAOYSA-N	FEFDFGCKFYFWHV	False	
COc1ccc2cc3c4c(cc(OC)c(OC)c4c2c1)CCN3C	COc1ccc2cc3c4c(cc(OC)c(OC)c4c2c1)CCN3C	GBMJDWKCPRQQMY-UHFFFAOYSA-N	GBMJDWKCPRQQMY	False	
COc1ccc2cccc3c2c1C(=O)N(C)C3=O	COc1ccc2cccc3c2c1C(=O)N(C)C3=O	WGKCQSIXPFLRJG-UHFFFAOYSA-N	WGKCQSIXPFLRJG	False	
COc1ccc2nc(Cl)cc(C)c2c1	COc1ccc2nc(Cl)cc(C)c2c1	VXGIQWGIRMJJDC-UHFFFAOYSA-N	VXGIQWGIRMJJDC	False	
COc1ccc2nc([S@H](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	COc1ccc2nc([S@H](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	LAHPSGLOKAVSEE-UHFFFAOYSA-N	LAHPSGLOKAVSEE	False	
COc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12	COc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12	QELFRAMSIASYLB-UHFFFAOYSA-N	QELFRAMSIASYLB	False	
COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1	COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1	VIOBPYITUPAFAV-UHFFFAOYSA-N	VIOBPYITUPAFAV	False	
COc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1	COc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1	FKWGCSDDHPFETI-UHFFFAOYSA-N	FKWGCSDDHPFETI	False	
COc1ccc2oc([N+](=O)[O-])cc2c1N(CCCl)CCCl	COc1ccc2oc([N+](=O)[O-])cc2c1N(CCCl)CCCl	MUWGXBTVSPTRNZ-UHFFFAOYSA-N	MUWGXBTVSPTRNZ	False	
COc1cccc(-c2nc(-c3c(C)noc3C)cc3[nH]c(C)cc23)c1OC	COc1cccc(-c2nc(-c3c(C)noc3C)cc3[nH]c(C)cc23)c1OC	RBAJBPIOOBHNIV-UHFFFAOYSA-N	RBAJBPIOOBHNIV	False	
COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1	COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1	JGKZSBZNEQYESL-UHFFFAOYSA-N	JGKZSBZNEQYESL	False	
COc1cccc(-n2c(O)c(C=NCc3ccc4c(c3)OCO4)c(=O)[nH]c2=O)c1	COc1cccc(-n2c(O)c(C=NCc3ccc4c(c3)OCO4)c(=O)[nH]c2=O)c1	BXBPRMCLQOGZKH-UHFFFAOYSA-N	BXBPRMCLQOGZKH	False	
COc1cccc(/C(O)=C2/C(=O)C(=O)N(CCCN3CCOCC3)C2c2ccncc2)c1	COc1cccc(/C(O)=C2/C(=O)C(=O)N(CCCN3CCOCC3)C2c2ccncc2)c1	HADGZAKNKJHDMS-XDOYNYLZSA-N	HADGZAKNKJHDMS	False	
COc1cccc(/C(O)=C2/C(=O)C(=O)N(Cc3cccnc3)C2c2ccco2)c1	COc1cccc(/C(O)=C2/C(=O)C(=O)N(Cc3cccnc3)C2c2ccco2)c1	MLSFESWZALIOAE-ZZEZOPTASA-N	MLSFESWZALIOAE	False	
COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1	COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1	ZVVBYNJYZRMWAY-VLGSPTGOSA-N	ZVVBYNJYZRMWAY	False	
